0,0 
54000,0 
269576447137738785864921804147301458538,198870527354539108266469050338022145539 
316975493507133161167787550478704784699,64702567220144731741727118077357082739 
192434145914774063741117831598761139750,35804677527988345983467955665612376569 
127616510471597273496377459651198882191,83703128052239819205529371836183089548 
100107355532516342629160687593092205448,71452977768364111183598226878455299933 
217920809606788179766377490778869549925,213809283566496675884090244455770561537 
239727888245938745492957637653125214818,218356845539565540426840031913795779773 
99107395866368482294162878310917299286,28960244701927570229999953485348883845 
256460186260541170388781145377479808685,285467670900467612471569130210593824738 
310597156359237174146992087113194202011,186764278056925654882257799906763327201 
231617134110333549087341368077387070255,303686947470299741236098989336589184179 
285407704279754226806983808890312575230,36076524226345110790339145093124383739 
82609450414647988037218606033723635806,105562811437382002590909084244815541387 
284168361816874816035197870158391411062,136438311587123722740697579507892957360 
